_id,ltable_id,rtable_id,ltable_Name,ltable_Sale Price,ltable_Category,ltable_Author,ltable_ISBN10,ltable_Pages,ltable_Publisher,ltable_Language,ltable_Dimensions,ltable_Weight,ltable_Rating,rtable_Name,rtable_Sale Price,rtable_Category,rtable_Author,rtable_ISBN10,rtable_Pages,rtable_Publisher,rtable_Language,rtable_Dimensions,rtable_Weight,rtable_Rating
1699,1195,226,Manhattan Beach,17.43,Books > Literature & Fiction > Genre Fiction,Jennifer Egan,1476716730,,Scribner; First Edition edition ,English,6 x 1.4 x 9 inches,1.3 pounds,3.8,Manhattan Beach ,17.43,Books > Literature & Fiction > Fiction > Literary,Jennifer Egan,1476716730,448.0,Scribner,English,228.60 x 6.00 x 1.40 Millimeters,,
1758,2494,235,As You Wish A Summerhouse Novel,16.88,Books > Literature & Fiction > Women's Fiction,Jude Deveraux,778307611,416.0,MIRA ,English,6.1 x 1.4 x 9.2 inches,1.2 pounds,4.5,As You Wish,16.88,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Deveraux, Jude",778307611,411.0,Harlequin Books,English,9.25 x 6.25 x 1.25 Inches,,
1803,1183,244,A Call to Vengeance Manticore Ascendant,17.1,Books > Science Fiction & Fantasy > Science Fiction,David Weber,1476782105,,Baen ,English,6.1 x 1.4 x 9.2 inches,1.5 pounds,4.5,A Call to Vengeance,21.08,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,Timothy  Zahn David Weber Thomas Pope,1476782105,480.0,Baen,English,9.25 x 155.57 x 1.06 Inches (US),,
1839,336,251,Y is for Yesterday A Kinsey Millhone Novel,15.89,"Books > Mystery, Thriller & Suspense > Mystery",Sue Grafton,399163859,,Marian Wood Books/Putnam; 1st Edition edition ,English,6.4 x 1.5 x 9.3 inches,1.6 pounds,4.2,Y is for Yesterday,15.89,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Sue Grafton,399163859,496.0,Marian Wood Books/PutnamPenguin Publishing Group,English,9.32 x 6.25 x 1.50 Inches (US),,
1846,1232,252,Hardcore Twenty-Four,16.83,Books > Literature & Fiction > United States,Janet Evanovich,399179194,,G.P. Putnam's Sons; Collectible Edition edition ,English,6.5 x 1.1 x 9.6 inches,1.1 pounds,4.1,Hardcore Twenty-Four ,15.96,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","Evanovich, Janet",399179194,285.0,Penguin Group USA,English,0.50 x 6.50 x 0.75 Inches,,
2006,1567,271,Count to Ten,12.1,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson Ashwin Sanghi,1538759632,400.0,Grand Central Publishing; Reprint edition ,English,5.2 x 1.1 x 8 inches,11.2 ounces,3.8,Count to Ten,15.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Private Investigators",James Patterson Ashwin Sanghi,1538759632,400.0,Grand Central Publishing,English,8.00 x 5.25 x 1.12 Inches (US),,
2100,134,284,Truly Madly Guilty Paperback ,13.59,Books > Literature & Fiction > Genre Fiction,Liane Moriarty,1250069807,544.0,Flatiron Books; Reprint edition ,English,5.5 x 1.4 x 8.2 inches,1 pounds,3.6,Truly Madly Guilty,13.89,Books > Literature & Fiction > Fiction > Family Life,Liane Moriarty,1250069807,544.0,Flatiron Books,English,8.16 x 5.54 x 36.58 Inches (US),,
2243,1514,305,The Lost Plot The Invisible Library Novel,10.2,Books > Science Fiction & Fantasy > Fantasy,Genevieve Cogman,039958742X,384.0,Ace ,English,5.4 x 1 x 8.2 inches,10.9 ounces,4.6,The Lost Plot,10.2,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Time Travel,Genevieve Cogman,039958742X,384.0,AcePenguin Publishing Group,English,,,
2245,9,306,We Were the Lucky Ones,8.97,Books > Literature & Fiction > Genre Fiction,Georgia Hunter,399563091,416.0,Penguin Books; Reprint edition ,English,5.4 x 0.9 x 8.2 inches,11.4 ounces,4.8,We Were the Lucky Ones ,8.97,Books > Literature & Fiction > Fiction > Historical,Georgia Hunter,399563091,416.0,Penguin BooksPenguin Publishing Group,English,8.25 x 5.50 x 1.10 Inches (US),,
2270,894,310,The Wrong Side of Goodbye A Harry Bosch Novel,6.82,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Connelly,1455524204,480.0,Vision; Reprint edition ,English,4.2 x 1.2 x 7.5 inches,9.1 ounces,4.7,"WRONG SIDE OF GOODBYE, THE",6.82,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Michael Connelly,1455524204,480.0,VisionGrand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),,
2300,91,314,Raspberry Danish Murder A Hannah Swensen Mystery,14.69,"Books > Mystery, Thriller & Suspense > Mystery",Joanne Fluke,1617732249,,Kensington ,English,5.8 x 1.3 x 8.6 inches,1 pounds,3.9,Raspberry Danish Murder,14.69,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Fluke, Joanne",1617732249,374.0,Kensington Pub Corp,English,8.50 x 5.50 x 1.25 Inches,,
2347,2549,323,Beautiful Tempest,6.77,Books > Literature & Fiction > United States,Johanna Lindsey,1501162217,448.0,Pocket Books ,English,4.1 x 1 x 6.8 inches,5.6 ounces,4.4,Beautiful Tempest ,6.77,Books > Literature & Fiction > Fiction > Romance > Historical,Johanna Lindsey,1501162217,448.0,Pocket Books,English,171.45 x 4.12 x 1.00 Inches,,
2362,604,327,Strange Weather,16.99,Books > Literature & Fiction > Genre Fiction,Joe Hill,62663119,,William Morrow; First Edition/First Printing edition ,English,6 x 1.4 x 9 inches,1.4 pounds,4.0,Strange Weather,16.99,Books > Literature & Fiction > Fiction > Horror,"Hill, Joe",62663119,432.0,HarperCollins,English,9.00 x 6.50 x 1.50 Inches,,5.0
2371,2839,328,My Kind of Forever The Beaumont Series,12.59,Books > Romance > Contemporary,Heidi McLaughlin,990678849,352.0,Heidi McLaughlin ,English,5 x 0.8 x 8 inches,1 pounds,4.7,My Kind of Forever,12.59,Books > Literature & Fiction > Fiction > Romance > Contemporary,"McLaughlin, Heidi",990678849,352.0,Heidi McLaughlin,English,5.00 x 0.73 x 8.00 Inches,,
2387,271,330,The Woman in the Water,19.99,"Books > Mystery, Thriller & Suspense > Mystery",Charles Finch,1250139465,,Minotaur Books ,English,6.3 x 1.2 x 9.4 inches,1 pounds,4.7,The Woman in the Water,19.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional",Charles Finch,1250139465,320.0,St. Martin's PressMinotaur Books,English,9.25 x 155.57 x 1.25 Inches (US),,
2570,1206,353,The Wife,14.84,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Alafair Burke,62390511,,Harper ,English,6 x 1.1 x 9 inches,1.2 pounds,4.4,The Wife,14.84,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Burke, Alafair",62390511,340.0,HarperCollins,English,9.50 x 6.50 x 1.25 Inches,,
2576,1599,355,The Silent Corner,9.99,Books > Literature & Fiction > Action & Adventure,Dean Koontz,345546792,576.0,Bantam; Reprint edition ,English,4.2 x 1.2 x 7.5 inches,10.7 ounces,4.4,SILENT CORNER,8.2,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","KOONTZ, DEAN",345546792,576.0,Random House,English,7.50 x 4.20 x 1.20 Inches (US),,
2625,526,358,The Good Daughter,12.96,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Karin Slaughter,62430246,,William Morrow; First Edition edition ,English,6 x 1.3 x 9 inches,1.2 pounds,4.5,The Good Daughter,12.96,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Karin Slaughter,62430246,528.0,William Morrow & Co,English,9.25 x 6.25 x 1.75 Inches,,
2628,65,359,The Last Mrs. Parrish,17.67,Books > Literature & Fiction > Women's Fiction,Liv Constantine,62667572,,Harper; First Edition edition ,English,6 x 1.2 x 9 inches,1.4 pounds,4.2,The Last Mrs. Parrish,16.98,Books > Literature & Fiction > Fiction > Contemporary Women,"Constantine, Liv",62667572,393.0,HarperCollins,English,9.00 x 6.00 x 1.25 Inches,,
2790,2981,375,Calendar Girl,10.59,Books > Literature & Fiction > Women's Fiction,Audrey Carlan,1943893047,406.0,Waterhouse Press ,English,5.2 x 0.9 x 8 inches,12.6 ounces,4.6,Calendar Girl,10.59,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 16851 >  > in > Books > # > 872 >  > in > Books > ARCHIVE > # > 33 >  > in > Books > ARCHIVE > Romance,"Carlan, Audrey",1943893047,408.0,Ingram Pub Services,,5.25 x 8.00 x 1.25 Inches,,
2819,229,379,"Mistborn Trilogy Boxed Set Mistborn, The Hero of Ages, & The Well of Ascension",18.09,Books > Science Fiction & Fantasy > Fantasy,Brandon Sanderson,076536543X,,Tor Fantasy; Box edition ,English,4.2 x 3.7 x 6.9 inches,2.4 pounds,4.6,Mistborn Trilogy,18.09,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 2245 >  > in > Books > # > 160 >  > in > Books > Literature & Fiction > # > 20 >  > in > Books > Literature & Fiction > Fantasy,"Sanderson, Brandon",076536543X,0.0,Tor Books,English,7.25 x 4.50 x 4.00 Inches,,4.75
2932,24,400,The Fallen Memory Man series,18.14,Books > Literature & Fiction > Action & Adventure,David Baldacci,1538761394,,Grand Central Publishing ,English,1.1 x 1.1 inches,1.7 pounds,,The Fallen,18.22,Books > Summer Reading Books > Beach Reads,David Baldacci,1538761394,432.0,Grand Central Publishing,English,,,
2955,393,403,Instinct previously published as Murder Games,10.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1478945184,368.0,Grand Central Publishing; Reprint edition ,English,5.2 x 1 x 8 inches,9.9 ounces,4.3,Instinct,12.78,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural",Howard Roughan James Patterson,1478945184,368.0,Grand Central Publishing,English,8.00 x 5.25 x 1.00 Inches (US),,
3041,1715,408,The Dark Tower V,8.99,Books > Literature & Fiction > Genre Fiction,Stephen King,141651693X,960.0,Pocket Books; First Edition edition ,English,4.1 x 1.5 x 7.5 inches,15.2 ounces,4.6,The Dark Tower V ,9.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy > Best seller ranking: > # > 6600 >  > in > Books > # > 574 >  > in > Books > Literature & Fiction > # > 45 >  > in > Books > Literature & Fiction > Fantasy,Stephen King,141651693X,960.0,Pocket Books,English,190.50 x 104.78 x 1.50 Millimeters,,5.0
3348,2834,441,An Engagement in Seattle,5.98,Books > Literature & Fiction > United States,Debbie Macomber,778331113,464.0,MIRA ,English,4.1 x 1.2 x 6.6 inches,7.7 ounces,4.2,AN ENGAGEMENT IN SEATTLE,5.98,Books > Literature & Fiction > Fiction > Romance > Collections & Anthologies,"MACOMBER, DEBBIE",778331113,464.0,Harlequin Books,English,4.19 x 6.63 x 1.09 Inches,,
3381,2803,443,Hidden Heart,5.98,Books > Romance > Contemporary,Nora Roberts,037328246X,400.0,Silhouette ,English,4.1 x 1 x 6.6 inches,12.8 ounces,4.7,HIDDEN HEART,5.98,Books > Literature & Fiction > Fiction > Romance > Contemporary,"ROBERTS, NORA",037328246X,400.0,Harlequin Books,English,6.75 x 4.50 x 1.00 Inches,,
3401,2781,445,Frost Burned Mercy Thompson,7.99,Books > Literature & Fiction > Action & Adventure,Patricia Briggs,044102002X,308.0,Ace; Reprint edition ,English,4.2 x 0.8 x 6.8 inches,9.9 ounces,4.7,Frost Burned,7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary > Best seller ranking: > # > 6963 >  > in > Books > # > 617 >  > in > Books > Literature & Fiction > # > 52 >  > in > Books > Literature & Fiction > Fantasy,Patricia Briggs,044102002X,320.0,AcePenguin Publishing Group,English,,,5.0
3411,2193,449,Sting Mass Market Paperback ,7.64,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Sandra Brown,1455581224,480.0,Grand Central Publishing ,English,4.1 x 1 x 6.9 inches,8.5 ounces,4.4,STING,7.97,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Sandra Brown,1455581224,480.0,Grand Central Publishing,English,6.88 x 4.12 x 1.00 Inches (US),,
3455,176,452,Ursula K. Le Guin,48.56,Books > Science Fiction & Fantasy > Science Fiction,Ursula K. Le Guin,1598535374,,Library of America; Box edition ,English,5.4 x 2.9 x 8.5 inches,3.6 pounds,5.0,Ursula K. Le Guin,48.56,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Ursula K. Le Guin,1598535374,2100.0,Library of America,English,8.50 x 5.40 x 2.90 Inches (US),,
3498,547,459,Haunted Michael Bennett,16.68,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson James O. Born,031627397X,,"Little, Brown and Company ",English,6.5 x 1.2 x 9.8 inches,1.2 pounds,4.3,Haunted,16.68,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",James O. Born James Patterson,031627397X,368.0,"Little, Brown and Company",English,9.75 x 6.50 x 1.25 Inches (US),,
3533,1609,462,HALO,7.66,Books > Science Fiction & Fantasy > Science Fiction,Kelly Gay,1501155407,176.0,Gallery Books; Reprint edition ,English,5.3 x 0.5 x 8.2 inches,4.8 ounces,4.5,HALO,9.4,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,Kelly Gay,1501155407,176.0,Gallery Books,English,8.25 x 5.31 x 12.70 Inches (US),,
3576,1658,465,Mudbound movie tie-in,12.54,Books > Politics & Social Sciences > Sociology,Hillary Jordan,1616208414,340.0,Algonquin Books; Media tie-in edition ,English,5 x 1.2 x 9 inches,12.8 ounces,4.5,Mudbound,13.22,Books > Literature & Fiction > Fiction > Historical,Hillary Jordan,1616208414,340.0,Algonquin Books,English,8.25 x 139.70 x 1.25 Inches (US),,
3617,3098,473,Behind Her Eyes,10.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Sarah Pinborough,1250111196,320.0,Flatiron Books; Reprint edition ,English,5.7 x 0.9 x 8.2 inches,9.4 ounces,3.8,BEHIND HER EYES,12.78,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Psychological",Sarah Pinborough,1250111196,320.0,Flatiron Books,English,8.25 x 5.38 x 1.00 Inches (US),,
3665,1108,486,Death Doesn't Bargain,18.29,Books > Science Fiction & Fantasy > Fantasy,Sherrilyn Kenyon,765385716,,Tor Books ,English,6.1 x 9.2 inches,1.7 pounds,,Death Doesn't Bargain ,22.3,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical,Sherrilyn Kenyon,765385716,384.0,Tom Doherty AssociatesTor Books,English,,,
3765,270,496,Murder on the Orient Express,7.16,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Agatha Christie,62693662,304.0,William Morrow; Reprint edition ,English,4.2 x 0.7 x 7.5 inches,6.4 ounces,4.4,MURDER ON THE ORIENT EXPRMTI,7.16,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional","CHRISTIE, AGATHA",62693662,304.0,HarperCollins,English,4.19 x 7.50 x 8.00 Inches,,
3787,1795,499,The Fix Memory Man series,8.1,Books > Literature & Fiction > Action & Adventure,David Baldacci,1455586587,528.0,Vision ,English,4.2 x 1.1 x 7.6 inches,9.1 ounces,4.5,"FIX, THE",8.58,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",David Baldacci,1455586587,528.0,VisionGrand Central Publishing,English,7.62 x 4.25 x 1.12 Inches (US),,
3798,2407,504,Shadows in the Night The Finnegan Connection,4.31,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Heather Graham,1335721312,256.0,Harlequin Intrigue ,English,4.2 x 0.6 x 6.6 inches,4.3 ounces,4.2,Shadows in the Night,4.31,Books > Literature & Fiction > Fiction > Romance > Suspense,"Graham, Heather",1335721312,256.0,Harlequin Books,English,4.21 x 6.62 x 0.59 Inches,,
3851,207,519,Red Rising Paperback ,10.2,Books > Science Fiction & Fantasy > Science Fiction,Pierce Brown,034553980X,416.0,Del Rey; Reprint edition ,English,5.5 x 0.9 x 8.2 inches,9.6 ounces,4.6,Red Rising,9.94,Books > Literature & Fiction > Fiction > Action & Adventure,"Brown, Pierce",034553980X,400.0,Random House Inc,English,8.25 x 5.50 x 1.00 Inches,,
3933,2966,528,His Secret Son The Westmoreland Legacy,3.21,Books > Literature & Fiction > United States,Brenda Jackson,373838840,224.0,Harlequin Desire ,English,4.1 x 0.6 x 6.6 inches,3.8 ounces,4.7,His Secret Son,3.21,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Jackson, Brenda",373838840,224.0,Harlequin Books,English,4.21 x 6.62 x 0.50 Inches,,
3950,543,535,Metro 2034 METRO by Dmitry Glukhovsky,12.9,Books > Literature & Fiction > Genre Fiction,Dmitry Glukhovsky,1473204305,320.0,Gollancz ,English,5.1 x 0.9 x 7.9 inches,3.5 ounces,4.1,Metro 2034,12.82,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Glukhovsky, Dmitry",1473204305,320.0,Orion Pub Co,Russian,5.00 x 7.75 x 1.00 Inches,,
3962,2123,540,Scourged The Iron Druid Chronicles,17.7,Books > Literature & Fiction > Action & Adventure,Kevin Hearne,034554854X,288.0,Del Rey ,English,6.7 x 1.3 x 9.8 inches,1.1 pounds,,Scourged,17.7,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,"Hearne, Kevin",034554854X,224.0,Random House Inc,English,,,
3964,1399,541,"Assassin's Apprentice The Farseer Trilogy, Book 1",7.19,Books > Literature & Fiction > Action & Adventure,Robin Hobb,055357339X,448.0,Spectra ,English,4.2 x 1 x 6.9 inches,5.6 ounces,4.4,Assassin's Apprentice,7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Hobb, Robin",055357339X,464.0,Random House,English,7.00 x 4.25 x 1.00 Inches,,5.0
3983,1017,548,The Bad Daughter,17.7,Books > Literature & Fiction > Genre Fiction,Joy Fielding,399181520,368.0,Ballantine Books ,English,6.4 x 1.2 x 9.6 inches,1.3 pounds,3.8,The Bad Daughter,17.35,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","Fielding, Joy",399181520,354.0,Random House Inc,English,9.50 x 6.50 x 1.25 Inches,,
4131,30,571,The Rooster Bar Hardcover ,15.28,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Grisham,385541171,,Doubleday; 1st Edition edition ,English,6.4 x 1.2 x 9.5 inches,1.4 pounds,3.7,The Rooster Bar (Hardcover),15.28,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",John Grisham,385541171,368.0,Bantam Dell,English,9.25 x 6.12 x 1.06 Inches,,
