_id,ltable_id,rtable_id,ltable_Name,ltable_Sale Price,ltable_Category,ltable_Author,ltable_ISBN10,ltable_Pages,ltable_Publisher,ltable_Language,ltable_Dimensions,ltable_Weight,ltable_Rating,rtable_Name,rtable_Sale Price,rtable_Category,rtable_Author,rtable_ISBN10,rtable_Pages,rtable_Publisher,rtable_Language,rtable_Dimensions,rtable_Weight,rtable_Rating,gold_labels
493,710,2198,Metro 2033,15.28,Books > Science Fiction & Fantasy > Science Fiction,Dmitry Glukhovsky,1481845705,460.0,CreateSpace Independent Publishing Platform ,English,6 x 1.2 x 9 inches,1.7 pounds,4.5,Metro 2033,15.28,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Glukhovsky, Dmitry",1481845705,460.0,Lightning Source Inc,English,8.75 x 5.75 x 1.25 Inches,,,1
1079,1840,2086,Hope to Die Alex Cross,8.74,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455515833,416.0,Vision ,English,4.2 x 1.2 x 7.5 inches,6.4 ounces,4.6,"Mary, Mary (Alex Cross Novels)",7.1,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 7967 >  > in > Books > # > 717 >  > in > Books > Literature & Fiction > # > 103 >  > in > Books > Literature & Fiction > Mystery & Suspense",James Patterson,6619039,435.0,Grand Central Pub Mass Market,English,7.50 x 4.25 x 1.25 Inches,,,0
821,1356,2343,William Shakespeare's Star Wars Hardcover ,8.67,Books > Literature & Fiction > Genre Fiction,Ian Doescher,1594746370,176.0,Quirk Books ,English,5.6 x 0.7 x 8.3 inches,10.6 ounces,4.7,WILLIAM SHAKESPEARE'S THE FORCE DOTH AWAKEN,9.42,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"DOESCHER, IAN",159474985X,168.0,Random House Inc,English,8.25 x 5.50 x 0.50 Inches,,,0
201,228,910,American Gods,10.5,Books > Literature & Fiction > Action & Adventure,Neil Gaiman,62572237,576.0,"William Morrow Paperbacks; Anniversary, Media Tie In edition ",English,5.3 x 0.9 x 8 inches,15.2 ounces,4.3,AMERICAN GODS TV TIE IN,10.5,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,"GAIMAN, NEIL",2572233,576.0,Harpercollins,English,5.50 x 8.00 x 1.00 Inches,,,1
918,1515,2205,"No Game No Life, Vol. 6 - light novel Paperback ",12.76,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385263,240.0,Yen On ,English,5.5 x 0.6 x 8.4 inches,7.8 ounces,4.7,No Game No Life,12.71,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,316385263,240.0,Yen PressYen On,,,,,1
597,866,603,Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side,14.0,Books > Comics & Graphic Novels > Manga,Fujino Omori,031644250X,232.0,Yen On ,English,5.5 x 0.6 x 8.2 inches,8.5 ounces,4.7,Is It Wrong to Try to Pick Up Girls in a Dungeon? 6,11.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Fujino Omori,6394168,272.0,Yen PressYen On,English,,,,0
8,16,1620,Altered Carbon Takeshi Kovacs,12.98,Books > Science Fiction & Fantasy > Science Fiction,Richard K. Morgan,345457684,375.0,Del Rey; 1st edition ,English,6.1 x 0.9 x 9.2 inches,12.8 ounces,4.3,Altered Carbon,12.98,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Hard Science Fiction,"Morgan, Richard K.",5457682,375.0,Random House Inc,English,9.50 x 6.00 x 0.75 Inches,,,1
499,719,10,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 11 light novel",12.6,Books > Science Fiction & Fantasy > Fantasy,Fujino Omori,031644247X,320.0,Yen On ,English,5 x 7 inches,1.1 pounds,4.5,Is It Wrong to Try to Pick Up Girls in a Dungeon? on the Side 4,11.44,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Humorous,Fujino Omori,316318221,312.0,Yen PressYen On,English,,,,0
1357,2884,2261,Blood Magick The Cousins O'Dwyer Trilogy,5.98,Books > Literature & Fiction > United States,Nora Roberts,515152919,336.0,Berkley; Reprint edition ,English,4.2 x 0.9 x 6.8 inches,1.8 ounces,4.6,Blood Magick,5.98,Books > Literature & Fiction > Fiction > Romance > Contemporary,Nora Roberts,5152914,336.0,BerkleyPenguin Publishing Group,English,,,,1
500,719,42,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 11 light novel",12.6,Books > Science Fiction & Fantasy > Fantasy,Fujino Omori,031644247X,320.0,Yen On ,English,5 x 7 inches,1.1 pounds,4.5,Is It Wrong to Try to Pick Up Girls in a Dungeon?,13.49,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Fujino Omori,031631479X,288.0,Yen PressYen On,,,,,0
1445,3175,225,The Girl in the Spider's Web Millennium Series,7.48,"Books > Mystery, Thriller & Suspense > Mystery",David Lagercrantz,525434763,544.0,Vintage Crime/Black Lizard; Reprint edition ,English,4.2 x 1.1 x 7.6 inches,9.8 ounces,3.9,"GIRL IN THE SPIDER'S WEB, THE",7.48,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","LAGERCRANTZ, DAVID",543476X,544.0,Random House,English,8.25 x 4.50 x 1.25 Inches,,,1
1302,2637,1872,One Day at a Time,5.99,Books > Literature & Fiction > Genre Fiction,Danielle Steel,440243335,416.0,Dell; Reprint edition ,English,4.2 x 1.1 x 6.9 inches,2.4 ounces,4.4,One Day at a Time,5.99,Books > Literature & Fiction > Fiction > Romance > General > Best seller ranking: > # > 25595 >  > in > Books > # > 831 >  > in > Books > Romance > # > 152 >  > in > Books > Romance > General,"Steel, Danielle",243336,416.0,Random House,English,6.75 x 4.25 x 1.50 Inches,,,1
1203,2181,1428,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 2 - light novel Is It Wrong to Pick Up Girls in a Dungeon?",10.56,Books > Literature & Fiction > World Literature,Fujino Omori,316340146,256.0,Yen On ,English,5.5 x 0.8 x 8.2 inches,9.1 ounces,4.8,Is It Wrong to Try to Pick Up Girls in a Dungeon?,11.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Fujino Omori,316442453,304.0,Yen PressYen On,English,,,,0
345,428,818,The Big Sleep,13.45,"Books > Mystery, Thriller & Suspense > Mystery",Raymond Chandler,394758285,231.0,Vintage Crime/Black Lizard; Reprint edition ,English,5.2 x 0.6 x 8 inches,8.8 ounces,4.2,The Big Sleep,13.45,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Hard-Boiled > Best seller ranking: > # > 29142 >  > in > Books > # > 369 >  > in > Books > Mystery & Suspense > # > 69 >  > in > Books > Mystery & Suspense > General","Chandler, Raymond",4758282,240.0,Random House Inc,English,5.25 x 7.75 x 0.50 Inches,,,1
265,301,1261,The Good Girl,10.26,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Mary Kubica,778317765,384.0,MIRA; Reprint edition ,English,5.4 x 1 x 8.2 inches,11.4 ounces,4.2,The Good Girl,10.26,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 7289 >  > in > Books > # > 656 >  > in > Books > Literature & Fiction > # > 100 >  > in > Books > Literature & Fiction > Mystery & Suspense","Kubica, Mary",8317766,382.0,Harlequin Books,English,8.75 x 5.75 x 1.00 Inches,,5.0,1
262,298,679,The Fast and the Furriest Second Chance Cat Mystery,6.15,"Books > Mystery, Thriller & Suspense > Mystery",Sofie Ryan,1101991224,304.0,Berkley ,English,4.2 x 0.8 x 6.8 inches,5.3 ounces,4.8,The Fast and the Furriest,6.15,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy",Sofie Ryan,1101991224,304.0,BerkleyPenguin Publishing Group,English,,,,1
439,611,295,Rogue Lawyer,8.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Grisham,553393480,400.0,Dell; Reprint edition ,English,4.2 x 0.9 x 7.5 inches,7.2 ounces,4.0,ROGUE LAWYER,8.49,Books > Walmart Best Sellers,"GRISHAM, JOHN",3393486,400.0,Random House,English,7.50 x 4.25 x 1.00 Inches,,5.0,1
1447,3177,204,The Brutal Telling,7.21,"Books > Mystery, Thriller & Suspense > Mystery",Louise Penny,1250161665,400.0,Minotaur Books; Reprint edition ,English,5.6 x 1.1 x 8.2 inches,12.2 ounces,4.7,The Brutal Telling,6.08,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional",Louise Penny,109115,448.0,St. Martin's Paperbacks,English,172.47 x 104.39 x 1.18 Millimeters,,,1
